-0.898642	-1.30800224
-0.24158458	-1.43219003
-0.97544334	-2.5028914
-0.62629936	-1.60600538
-0.31415025	-1.36764146
-1.08141463	-1.49985005
-1.07192115	-1.14095439
-0.49782289	-2.01524104
-0.74795465	-1.5067294
-0.36716656	-1.5820262
-1.03178436	-1.21419863
-1.07060111	-1.1025077
-1.10042885	-2.29177143
-0.451607	-1.45021197
-0.4229532	-2.32815019
-0.48402032	-1.19290444
-0.49955141	-1.74146979
-0.22553729	-1.76602497
-0.77545678	-2.33953214
-0.45813793	-1.90265622
-0.24581188	-2.12429615
-0.25446518	-1.92317684
-0.69237752	-2.07986469
-0.48096528	-2.4636703
-0.66511764	-2.34677839
-0.15395372	-2.01358178
-0.15297772	-1.54775823
-0.6976779	-2.29786925
-0.44433516	-2.06735875
-1.05244299	-1.09765325
-1.06869638	-1.60956741
-0.35854385	-2.49002096
-1.09028691	-1.84610403
-0.44386036	-1.65985382
-0.26933932	-2.1013366
-0.217487	-2.07984209
-0.6935705	-1.35838183
-1.04179968	-2.34523368
-0.80528445	-1.51422761
-0.61298949	-2.13661281
-0.56013428	-2.45635093
-0.39202215	-1.93887374
-1.16264279	-1.32707701
-0.44818133	-1.11105919
-0.95191763	-2.34476404
-0.3970511	-1.13709061
-0.93791956	-1.74609213
-0.47619946	-1.37047779
-0.65789254	-1.61548919
-0.10264607	-1.77722619
-0.64841017	-1.10203593
-0.67548343	-1.81470956
-1.14129094	-2.3567698
-0.53953364	-1.80169207
-0.48704039	-1.10308359
-0.08492126	-1.34481631
-0.58831418	-2.42643412
-0.50683877	-1.13563713
-0.65969907	-1.9379086
-0.3782861	-1.50916684
-0.98199832	-2.37689822
-0.52319548	-1.97622414
-0.31559486	-1.36678369
-0.57615945	-1.27169233
-1.04693572	-1.96640293
-0.46569884	-2.39063644
-0.23029174	-2.04501997
-0.40934345	-1.53673181
-0.33784407	-2.2337238
-0.21087205	-2.25703999
-0.23707959	-1.67707513
-0.4708727	-2.15085277
-0.10858066	-2.15598634
-2.65168912	2.61587363
-3.80346375	2.77353268
-3.29049129	3.50702283
-1.74517626	3.78530537
-1.91097235	2.64411831
-1.89292784	2.99006236
-3.85440381	2.83166312
-3.76920192	3.21213268
-2.12217235	3.42497951
-2.40158636	3.95097456
-2.6325777	3.55763013
-2.20945263	3.24304156
-3.28150876	3.07717141
-3.6613589	3.26957992
-3.65482656	3.71796656
-2.34256916	3.54118523
-2.36851066	3.34073807
-2.48667279	3.90604085
-3.12674476	3.61202912
-2.68382644	3.79556814
-2.14116643	2.43374378
-2.28903737	3.19045577
-3.40248995	2.43748498
-2.12394578	3.47955451
-3.90878454	2.59303054
-2.39990496	2.92573645
-2.24888405	2.57337598
-2.16747512	2.60514712
-2.4956176	3.06033178
-1.78897007	2.93273519
-2.40574648	3.60030003
-2.10200605	2.79812699
-1.70532002	3.01920551
-1.80441234	3.9604005
-1.71181365	3.34652165
-3.6337309	3.98129927
-3.33247645	2.62236336
-2.08865198	3.31152186
-3.67510741	3.14610985
-2.27511208	3.75615104
-2.86855138	3.28179958
-2.98593883	2.98719392
-2.73516807	2.73913705
-3.72488749	3.23410919
-2.65682045	3.6005444
-2.67989137	3.54395109
-2.61142353	2.79285346
-3.91442689	2.89842782
-1.73334856	3.10434287
-2.37667393	3.03966595
-2.25741697	2.99618588
-3.1278429	3.04513484
-2.95696153	3.72918085
-1.92959826	3.75969669
-3.42379868	2.66013735
-2.11661957	3.88926288
-2.17620545	4.00647411
-2.21619384	2.89055292
-3.0126664	3.60290855
-2.35207136	2.75158518
-3.91745141	2.98583323
-3.85874494	2.8357492
-3.17903751	3.61619185
-3.11337832	3.04342211
-3.66010896	3.50716247
-3.89718651	2.91235334
-3.88454658	2.78903422
-3.23035853	3.75103344
-2.375512	3.45401882
-2.78801804	2.50292051
-3.56374592	2.68257528
-3.14175045	3.61649381
-2.68286048	3.59270632
-2.67144194	3.31349888
