-2.71556402	2.13913646
-1.8527799	1.99518669
-2.8461187	1.65902934
-2.52173227	2.16161289
-2.2991907	0.55548264
-3.12150277	1.92716544
-0.92975917	0.20434887
-0.93781229	1.06074482
-0.51603528	1.36997946
-0.82344975	1.14568785
-1.20107996	2.0010359
-1.64101939	0.50521018
-1.70371204	1.25710556
-2.07591889	1.10544997
-1.77417183	1.91756347
-0.51832759	2.32738123
-1.42447096	2.02112629
-1.59209468	2.33649415
-1.96714301	-0.10693371
-1.16711493	0.12229881
-0.792786	1.30318787
-0.53273399	2.23720924
-1.01742057	0.95461929
-1.22673612	1.08331238
-2.38167622	1.59994127
-1.6589651	1.83781825
-1.39286063	1.99692608
-2.66026637	1.07444386
-1.20924208	0.041008
-2.40995663	0.52254884
-1.42476116	2.03438545
-0.932012	2.1191283
-2.48493615	-0.11937191
-3.15773759	1.15420011
-0.99280173	1.20141897
-0.63228044	0.82943012
-1.48252587	1.04177045
-1.29776882	2.03038175
-1.10385927	0.42306939
-2.13817955	0.8160616
-1.04849924	1.47353695
-1.9726653	0.28056899
-1.76510324	0.7283448
-2.53171174	2.18842237
-3.17611206	0.94289947
-2.42120273	0.20580854
-0.52208848	0.8000068
-0.60667322	1.64768671
-2.75481366	1.07181229
-0.80844362	0.43984082
-2.84440971	2.21908055
-2.56572214	0.41431579
-1.20311478	2.2319141
-1.51248596	1.71178376
-1.43661906	1.38591228
-0.82806209	1.90674367
-2.34355621	2.08512022
-2.78643129	-0.17711057
-1.10498066	0.5268224
-2.84982384	0.89473296
-1.18884862	2.12306877
-1.03581343	0.0837105
-2.2004431	2.31030814
-2.72215805	0.9843668
-0.65228322	0.66086436
-1.2124989	0.29310275
-0.71541756	1.39694519
-2.63768185	0.47645257
-1.99137486	1.73872958
-1.5733231	0.96374009
-1.47661319	1.34420606
-1.65160747	1.1316182
-2.66911569	1.05585995
-0.52694761	1.70179723
-2.48900017	2.16542509
-1.52358921	1.66768768
-1.58242127	0.71137548
-2.56426448	0.32046698
-2.92309963	0.08145377
-3.03312037	2.14044204
-2.42453675	0.47979965
-2.25897003	0.01002485
-0.8078579	2.04724622
-3.06617889	0.01604015
-1.32104356	1.9506843
-1.20165256	0.03128031
-3.0375347	0.56606638
-2.45946702	-0.17343028
-0.92880273	0.75564174
-1.85348826	2.09557272
-2.17190722	0.5618037
-1.85096224	0.13639366
-1.71837491	1.29299767
-2.3303315	0.8948076
-1.71503412	0.08183109
-1.05663132	1.84378999
-1.47661713	0.45115311
-2.4646503	2.10826745
-1.73171489	1.04613991
-0.53494288	0.81452533
-2.81319369	2.21420054
-2.19144157	2.0386968
